default,account_check_status,duration_in_month,credit_history,purpose,credit_amount,savings,present_emp_since,installment_as_income_perc,sex,personal_status,other_debtors,present_res_since,property,age,other_installment_plans,housing,credits_this_bank,job,people_under_maintenance,telephone,foreign_worker
1,< 0 DM,18,existing credits paid back duly till now,car (new),976,... < 100 DM,... < 1 year,1,female,divorced,none,2,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,unskilled - resident,1,none,yes
0,0 <= ... < 200 DM,12,existing credits paid back duly till now,business,841,100 <= ... < 500 DM,4 <= ... < 7 years,2,female,divorced,none,4,real estate,23,none,rent,1,unskilled - resident,1,none,yes
0,no checking account,30,critical account/ other credits existing (not at this bank),domestic appliances,5771,... < 100 DM,4 <= ... < 7 years,4,female,divorced,none,2,"if not A121/A122 : car or other, not in attribute 6",25,none,own,2,skilled employee / official,1,none,yes
1,no checking account,12,delay in paying off in the past,education,1555,.. >= 1000 DM,.. >= 7 years,4,male,single,none,4,unknown / no property,55,none,for free,2,skilled employee / official,2,none,yes
1,< 0 DM,24,existing credits paid back duly till now,car (new),1285,unknown/ no savings account,4 <= ... < 7 years,4,female,divorced,none,4,unknown / no property,32,none,rent,1,skilled employee / official,1,none,yes
0,>= 200 DM / salary assignments for at least 1 year,6,critical account/ other credits existing (not at this bank),car (new),1299,... < 100 DM,1 <= ... < 4 years,1,male,single,none,1,real estate,74,none,own,3,unemployed/ unskilled - non-resident,2,none,no
1,>= 200 DM / salary assignments for at least 1 year,15,critical account/ other credits existing (not at this bank),domestic appliances,1271,unknown/ no savings account,1 <= ... < 4 years,3,male,single,none,4,unknown / no property,39,none,for free,2,skilled employee / official,1,"yes, registered under the customers name",yes
0,no checking account,24,existing credits paid back duly till now,car (new),1393,... < 100 DM,1 <= ... < 4 years,2,male,single,guarantor,2,real estate,31,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
1,< 0 DM,12,critical account/ other credits existing (not at this bank),car (new),691,... < 100 DM,.. >= 7 years,4,male,single,none,3,if not A121 : building society savings agreement/ life insurance,35,none,own,2,skilled employee / official,1,none,yes
0,no checking account,15,critical account/ other credits existing (not at this bank),car (new),5045,unknown/ no savings account,.. >= 7 years,1,female,divorced,none,4,"if not A121/A122 : car or other, not in attribute 6",59,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
1,< 0 DM,18,critical account/ other credits existing (not at this bank),radio/television,2124,... < 100 DM,1 <= ... < 4 years,4,female,divorced,none,4,real estate,24,none,rent,2,skilled employee / official,1,none,yes
0,< 0 DM,12,existing credits paid back duly till now,domestic appliances,2214,... < 100 DM,1 <= ... < 4 years,4,male,single,none,3,if not A121 : building society savings agreement/ life insurance,24,none,own,1,unskilled - resident,1,none,yes
1,no checking account,21,critical account/ other credits existing (not at this bank),car (new),12680,unknown/ no savings account,.. >= 7 years,4,male,single,none,4,unknown / no property,30,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
0,no checking account,24,critical account/ other credits existing (not at this bank),car (new),2463,100 <= ... < 500 DM,4 <= ... < 7 years,4,male,married,none,3,if not A121 : building society savings agreement/ life insurance,27,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
0,0 <= ... < 200 DM,12,existing credits paid back duly till now,domestic appliances,1155,... < 100 DM,.. >= 7 years,3,male,married,guarantor,3,real estate,40,bank,own,2,unskilled - resident,1,none,yes
1,< 0 DM,30,existing credits paid back duly till now,radio/television,3108,... < 100 DM,... < 1 year,2,male,divorced,none,4,if not A121 : building society savings agreement/ life insurance,31,none,own,1,unskilled - resident,1,none,yes
0,no checking account,10,existing credits paid back duly till now,car (used),2901,unknown/ no savings account,... < 1 year,1,female,divorced,none,4,real estate,31,none,rent,1,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),radio/television,3617,... < 100 DM,.. >= 7 years,1,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,rent,3,skilled employee / official,1,"yes, registered under the customers name",yes
0,no checking account,12,critical account/ other credits existing (not at this bank),domestic appliances,1655,... < 100 DM,.. >= 7 years,2,male,single,none,4,real estate,63,none,own,2,unskilled - resident,1,"yes, registered under the customers name",yes
0,< 0 DM,24,existing credits paid back duly till now,car (used),2812,unknown/ no savings account,.. >= 7 years,2,female,divorced,none,4,real estate,26,none,rent,1,skilled employee / official,1,none,yes
1,< 0 DM,36,critical account/ other credits existing (not at this bank),(vacation - does not exist?),8065,... < 100 DM,1 <= ... < 4 years,3,female,divorced,none,2,unknown / no property,25,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
0,no checking account,21,critical account/ other credits existing (not at this bank),car (used),3275,... < 100 DM,.. >= 7 years,1,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",36,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
0,no checking account,24,critical account/ other credits existing (not at this bank),domestic appliances,2223,100 <= ... < 500 DM,.. >= 7 years,4,male,single,none,4,if not A121 : building society savings agreement/ life insurance,52,bank,own,2,skilled employee / official,1,none,yes
0,>= 200 DM / salary assignments for at least 1 year,12,critical account/ other credits existing (not at this bank),car (new),1480,500 <= ... < 1000 DM,unemployed,2,male,single,none,4,unknown / no property,66,bank,for free,3,unemployed/ unskilled - non-resident,1,none,yes
1,< 0 DM,24,existing credits paid back duly till now,car (new),1371,unknown/ no savings account,1 <= ... < 4 years,4,female,divorced,none,4,real estate,25,none,rent,1,skilled employee / official,1,none,yes
0,no checking account,36,critical account/ other credits existing (not at this bank),car (new),3535,... < 100 DM,4 <= ... < 7 years,4,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",37,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
0,< 0 DM,18,existing credits paid back duly till now,domestic appliances,3509,... < 100 DM,4 <= ... < 7 years,4,female,divorced,guarantor,1,real estate,25,none,own,1,skilled employee / official,1,none,yes
0,no checking account,36,critical account/ other credits existing (not at this bank),car (used),5711,.. >= 1000 DM,.. >= 7 years,4,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",38,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
0,0 <= ... < 200 DM,18,existing credits paid back duly till now,education,3872,... < 100 DM,unemployed,2,female,divorced,none,4,"if not A121/A122 : car or other, not in attribute 6",67,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
1,0 <= ... < 200 DM,39,critical account/ other credits existing (not at this bank),domestic appliances,4933,... < 100 DM,4 <= ... < 7 years,2,male,single,guarantor,2,real estate,25,none,own,2,skilled employee / official,1,none,yes
0,no checking account,24,critical account/ other credits existing (not at this bank),car (new),1940,.. >= 1000 DM,.. >= 7 years,4,male,single,none,4,real estate,60,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
0,0 <= ... < 200 DM,12,no credits taken/ all credits paid back duly,retraining,1410,... < 100 DM,1 <= ... < 4 years,2,male,single,none,2,real estate,31,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes
1,0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),836,100 <= ... < 500 DM,... < 1 year,4,female,divorced,none,2,if not A121 : building society savings agreement/ life insurance,23,bank,own,1,unskilled - resident,1,none,yes
0,0 <= ... < 200 DM,20,existing credits paid back duly till now,car (used),6468,unknown/ no savings account,unemployed,1,male,divorced,none,4,real estate,60,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
0,0 <= ... < 200 DM,18,existing credits paid back duly till now,business,1941,.. >= 1000 DM,1 <= ... < 4 years,4,male,single,none,2,if not A121 : building society savings agreement/ life insurance,35,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes
0,no checking account,22,existing credits paid back duly till now,domestic appliances,2675,500 <= ... < 1000 DM,.. >= 7 years,3,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",40,none,own,1,skilled employee / official,1,none,yes
0,no checking account,48,critical account/ other credits existing (not at this bank),car (used),2751,unknown/ no savings account,.. >= 7 years,4,male,single,none,3,"if not A121/A122 : car or other, not in attribute 6",38,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes
1,0 <= ... < 200 DM,48,delay in paying off in the past,(vacation - does not exist?),6224,... < 100 DM,.. >= 7 years,4,male,single,none,4,unknown / no property,50,none,for free,1,skilled employee / official,1,none,yes
1,< 0 DM,40,critical account/ other credits existing (not at this bank),(vacation - does not exist?),5998,... < 100 DM,1 <= ... < 4 years,4,male,single,none,3,unknown / no property,27,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
1,0 <= ... < 200 DM,21,existing credits paid back duly till now,business,1188,... < 100 DM,.. >= 7 years,2,female,divorced,none,4,if not A121 : building society savings agreement/ life insurance,39,none,own,1,skilled employee / official,2,none,yes
0,no checking account,24,existing credits paid back duly till now,car (used),6313,unknown/ no savings account,.. >= 7 years,3,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",41,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes
0,no checking account,6,critical account/ other credits existing (not at this bank),radio/television,1221,unknown/ no savings account,1 <= ... < 4 years,1,male,married,none,2,if not A121 : building society savings agreement/ life insurance,27,none,own,2,skilled employee / official,1,none,yes
0,>= 200 DM / salary assignments for at least 1 year,24,existing credits paid back duly till now,radio/television,2892,... < 100 DM,.. >= 7 years,3,male,divorced,none,4,unknown / no property,51,none,for free,1,skilled employee / official,1,none,yes
0,no checking account,24,existing credits paid back duly till now,radio/television,3062,500 <= ... < 1000 DM,.. >= 7 years,4,male,single,none,3,unknown / no property,32,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes
0,no checking account,9,existing credits paid back duly till now,radio/television,2301,100 <= ... < 500 DM,... < 1 year,2,female,divorced,none,4,if not A121 : building society savings agreement/ life insurance,22,none,rent,1,skilled employee / official,1,none,yes
1,< 0 DM,18,existing credits paid back duly till now,car (used),7511,unknown/ no savings account,.. >= 7 years,1,male,single,none,4,if not A121 : building society savings agreement/ life insurance,51,none,for free,1,skilled employee / official,2,"yes, registered under the customers name",yes
0,no checking account,12,critical account/ other credits existing (not at this bank),radio/television,1258,... < 100 DM,... < 1 year,2,female,divorced,none,4,if not A121 : building society savings agreement/ life insurance,22,none,rent,2,unskilled - resident,1,none,yes
0,no checking account,24,delay in paying off in the past,car (new),717,unknown/ no savings account,.. >= 7 years,4,male,married,none,4,"if not A121/A122 : car or other, not in attribute 6",54,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
0,0 <= ... < 200 DM,9,existing credits paid back duly till now,car (new),1549,unknown/ no savings account,... < 1 year,4,male,single,none,2,real estate,35,none,own,1,unemployed/ unskilled - non-resident,1,none,yes
0,no checking account,24,critical account/ other credits existing (not at this bank),(vacation - does not exist?),1597,... < 100 DM,.. >= 7 years,4,male,single,none,4,unknown / no property,54,none,for free,2,skilled employee / official,2,none,yes
0,0 <= ... < 200 DM,18,critical account/ other credits existing (not at this bank),domestic appliances,1795,... < 100 DM,.. >= 7 years,3,female,divorced,guarantor,4,real estate,48,bank,rent,2,unskilled - resident,1,"yes, registered under the customers name",yes
0,< 0 DM,20,critical account/ other credits existing (not at this bank),radio/television,4272,... < 100 DM,.. >= 7 years,1,female,divorced,none,4,if not A121 : building society savings agreement/ life insurance,24,none,own,2,skilled employee / official,1,none,yes
0,no checking account,12,critical account/ other credits existing (not at this bank),domestic appliances,976,unknown/ no savings account,.. >= 7 years,4,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",35,none,own,2,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),7472,unknown/ no savings account,unemployed,1,female,divorced,none,2,real estate,24,none,rent,1,unemployed/ unskilled - non-resident,1,none,yes
1,< 0 DM,36,existing credits paid back duly till now,car (new),9271,... < 100 DM,4 <= ... < 7 years,2,male,single,none,1,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
0,0 <= ... < 200 DM,6,existing credits paid back duly till now,domestic appliances,590,... < 100 DM,... < 1 year,3,male,married,none,3,real estate,26,none,own,1,unskilled - resident,1,none,no
0,no checking account,12,critical account/ other credits existing (not at this bank),domestic appliances,930,unknown/ no savings account,.. >= 7 years,4,male,single,none,4,real estate,65,none,own,4,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,42,all credits at this bank paid back duly,car (used),9283,... < 100 DM,unemployed,1,male,single,none,2,unknown / no property,55,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
1,0 <= ... < 200 DM,15,no credits taken/ all credits paid back duly,car (new),1778,... < 100 DM,... < 1 year,2,female,divorced,none,1,real estate,26,none,rent,2,unemployed/ unskilled - non-resident,1,none,yes
0,0 <= ... < 200 DM,8,existing credits paid back duly till now,business,907,... < 100 DM,... < 1 year,3,male,married,none,2,real estate,26,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
0,0 <= ... < 200 DM,6,existing credits paid back duly till now,domestic appliances,484,... < 100 DM,4 <= ... < 7 years,3,male,married,guarantor,3,real estate,28,bank,own,1,unskilled - resident,1,none,yes
1,< 0 DM,36,critical account/ other credits existing (not at this bank),car (used),9629,... < 100 DM,4 <= ... < 7 years,4,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",24,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
1,< 0 DM,48,existing credits paid back duly till now,repairs,3051,... < 100 DM,1 <= ... < 4 years,3,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",54,none,own,1,skilled employee / official,1,none,yes
1,< 0 DM,48,existing credits paid back duly till now,car (new),3931,... < 100 DM,4 <= ... < 7 years,4,male,single,none,4,unknown / no property,46,none,for free,1,skilled employee / official,2,none,yes
0,0 <= ... < 200 DM,36,delay in paying off in the past,car (new),7432,... < 100 DM,1 <= ... < 4 years,2,female,divorced,none,2,if not A121 : building society savings agreement/ life insurance,54,none,rent,1,skilled employee / official,1,none,yes
0,no checking account,6,existing credits paid back duly till now,repairs,1338,500 <= ... < 1000 DM,1 <= ... < 4 years,1,male,divorced,none,4,real estate,62,none,own,1,skilled employee / official,1,none,yes
0,no checking account,6,critical account/ other credits existing (not at this bank),domestic appliances,1554,... < 100 DM,4 <= ... < 7 years,1,female,divorced,none,2,"if not A121/A122 : car or other, not in attribute 6",24,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes
0,< 0 DM,36,existing credits paid back duly till now,furniture/equipment,15857,... < 100 DM,unemployed,2,male,divorced,co-applicant,3,"if not A121/A122 : car or other, not in attribute 6",43,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes
1,< 0 DM,18,existing credits paid back duly till now,domestic appliances,1345,... < 100 DM,1 <= ... < 4 years,4,male,married,none,3,real estate,26,bank,own,1,skilled employee / official,1,none,yes
0,no checking account,12,existing credits paid back duly till now,car (new),1101,... < 100 DM,1 <= ... < 4 years,3,male,married,none,2,real estate,27,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
0,>= 200 DM / salary assignments for at least 1 year,12,existing credits paid back duly till now,domestic appliances,3016,... < 100 DM,1 <= ... < 4 years,3,male,married,none,1,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,none,yes
1,< 0 DM,36,existing credits paid back duly till now,radio/television,2712,... < 100 DM,.. >= 7 years,2,male,single,none,2,if not A121 : building society savings agreement/ life insurance,41,bank,own,1,skilled employee / official,2,none,yes
0,< 0 DM,8,critical account/ other credits existing (not at this bank),car (new),731,... < 100 DM,.. >= 7 years,4,male,single,none,4,real estate,47,none,own,2,unskilled - resident,1,none,yes
0,no checking account,18,critical account/ other credits existing (not at this bank),radio/television,3780,... < 100 DM,... < 1 year,3,male,divorced,none,2,"if not A121/A122 : car or other, not in attribute 6",35,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
0,< 0 DM,21,critical account/ other credits existing (not at this bank),car (new),1602,... < 100 DM,.. >= 7 years,4,male,married,none,3,"if not A121/A122 : car or other, not in attribute 6",30,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
1,< 0 DM,18,critical account/ other credits existing (not at this bank),car (new),3966,... < 100 DM,.. >= 7 years,1,female,divorced,none,4,real estate,33,bank,rent,3,skilled employee / official,1,"yes, registered under the customers name",yes
1,no checking account,18,no credits taken/ all credits paid back duly,business,4165,... < 100 DM,1 <= ... < 4 years,2,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",36,stores,own,2,skilled employee / official,2,none,yes
1,< 0 DM,36,existing credits paid back duly till now,car (used),8335,unknown/ no savings account,.. >= 7 years,3,male,single,none,4,unknown / no property,47,none,for free,1,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,48,delay in paying off in the past,business,6681,unknown/ no savings account,1 <= ... < 4 years,4,male,single,none,4,unknown / no property,38,none,for free,1,skilled employee / official,2,"yes, registered under the customers name",yes
0,no checking account,24,delay in paying off in the past,business,2375,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",44,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes
1,< 0 DM,18,existing credits paid back duly till now,car (new),1216,... < 100 DM,... < 1 year,4,female,divorced,none,3,"if not A121/A122 : car or other, not in attribute 6",23,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes
1,< 0 DM,45,no credits taken/ all credits paid back duly,business,11816,... < 100 DM,.. >= 7 years,2,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",29,none,rent,2,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,24,existing credits paid back duly till now,domestic appliances,5084,unknown/ no savings account,.. >= 7 years,2,female,divorced,none,4,"if not A121/A122 : car or other, not in attribute 6",42,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
1,>= 200 DM / salary assignments for at least 1 year,15,existing credits paid back duly till now,domestic appliances,2327,... < 100 DM,... < 1 year,2,female,divorced,none,3,real estate,25,none,own,1,unskilled - resident,1,none,yes
1,< 0 DM,12,no credits taken/ all credits paid back duly,car (new),1082,... < 100 DM,1 <= ... < 4 years,4,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",48,bank,own,2,skilled employee / official,1,none,yes
0,no checking account,12,existing credits paid back duly till now,domestic appliances,886,unknown/ no savings account,1 <= ... < 4 years,4,female,divorced,none,2,"if not A121/A122 : car or other, not in attribute 6",21,none,own,1,skilled employee / official,1,none,yes
0,no checking account,4,existing credits paid back duly till now,radio/television,601,... < 100 DM,... < 1 year,1,female,divorced,none,3,real estate,23,none,rent,1,unskilled - resident,2,none,yes
0,< 0 DM,24,critical account/ other credits existing (not at this bank),car (used),2957,... < 100 DM,.. >= 7 years,4,male,single,none,4,if not A121 : building society savings agreement/ life insurance,63,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
0,no checking account,24,critical account/ other credits existing (not at this bank),domestic appliances,2611,... < 100 DM,.. >= 7 years,4,male,married,co-applicant,3,real estate,46,none,own,2,skilled employee / official,1,none,yes
1,< 0 DM,36,existing credits paid back duly till now,radio/television,5179,... < 100 DM,4 <= ... < 7 years,4,male,single,none,2,if not A121 : building society savings agreement/ life insurance,29,none,own,1,skilled employee / official,1,none,yes
0,no checking account,21,delay in paying off in the past,car (used),2993,... < 100 DM,1 <= ... < 4 years,3,male,single,none,2,real estate,28,stores,own,2,unskilled - resident,1,none,yes
1,no checking account,18,existing credits paid back duly till now,education,1943,... < 100 DM,... < 1 year,4,female,divorced,none,4,real estate,23,none,own,1,skilled employee / official,1,none,yes
0,no checking account,24,all credits at this bank paid back duly,business,1559,... < 100 DM,4 <= ... < 7 years,4,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",50,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
0,no checking account,18,existing credits paid back duly till now,radio/television,3422,... < 100 DM,.. >= 7 years,4,male,single,none,4,if not A121 : building society savings agreement/ life insurance,47,bank,own,3,skilled employee / official,2,"yes, registered under the customers name",yes
0,0 <= ... < 200 DM,21,existing credits paid back duly till now,radio/television,3976,unknown/ no savings account,4 <= ... < 7 years,2,male,single,none,3,"if not A121/A122 : car or other, not in attribute 6",35,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
1,no checking account,18,existing credits paid back duly till now,car (new),6761,unknown/ no savings account,1 <= ... < 4 years,2,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",68,none,rent,2,skilled employee / official,1,none,yes
0,no checking account,24,existing credits paid back duly till now,car (new),1249,... < 100 DM,... < 1 year,4,male,married,none,2,real estate,28,none,own,1,skilled employee / official,1,none,yes
0,< 0 DM,9,existing credits paid back duly till now,domestic appliances,1364,... < 100 DM,4 <= ... < 7 years,3,male,single,none,4,real estate,59,none,own,1,skilled employee / official,1,none,yes
1,< 0 DM,12,existing credits paid back duly till now,domestic appliances,709,... < 100 DM,.. >= 7 years,4,male,single,none,4,real estate,57,stores,own,1,unskilled - resident,1,none,yes
1,< 0 DM,20,critical account/ other credits existing (not at this bank),car (new),2235,... < 100 DM,1 <= ... < 4 years,4,male,married,guarantor,2,if not A121 : building society savings agreement/ life insurance,33,bank,rent,2,skilled employee / official,1,none,no
0,no checking account,24,critical account/ other credits existing (not at this bank),car (used),4042,unknown/ no savings account,4 <= ... < 7 years,3,male,single,none,4,if not A121 : building society savings agreement/ life insurance,43,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
0,no checking account,15,critical account/ other credits existing (not at this bank),domestic appliances,1471,... < 100 DM,1 <= ... < 4 years,4,male,single,none,4,unknown / no property,35,none,for free,2,skilled employee / official,1,"yes, registered under the customers name",yes
1,< 0 DM,18,all credits at this bank paid back duly,car (new),1442,... < 100 DM,4 <= ... < 7 years,4,male,single,none,4,unknown / no property,32,none,for free,2,unskilled - resident,2,none,yes
0,no checking account,36,delay in paying off in the past,car (new),10875,... < 100 DM,.. >= 7 years,2,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",45,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes
0,no checking account,24,existing credits paid back duly till now,car (new),1474,100 <= ... < 500 DM,... < 1 year,4,male,married,none,3,real estate,33,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
0,no checking account,10,existing credits paid back duly till now,retraining,894,unknown/ no savings account,4 <= ... < 7 years,4,female,divorced,none,3,if not A121 : building society savings agreement/ life insurance,40,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
0,no checking account,15,critical account/ other credits existing (not at this bank),radio/television,3343,... < 100 DM,1 <= ... < 4 years,4,male,single,none,2,unknown / no property,28,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes
1,< 0 DM,15,existing credits paid back duly till now,car (new),3959,... < 100 DM,1 <= ... < 4 years,3,female,divorced,none,2,if not A121 : building society savings agreement/ life insurance,29,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
0,no checking account,9,existing credits paid back duly till now,car (new),3577,100 <= ... < 500 DM,1 <= ... < 4 years,1,male,single,guarantor,2,real estate,26,none,rent,1,skilled employee / official,2,none,no
0,no checking account,24,critical account/ other credits existing (not at this bank),car (used),5804,.. >= 1000 DM,1 <= ... < 4 years,4,male,single,none,2,real estate,27,none,own,2,skilled employee / official,1,none,yes
1,no checking account,18,delay in paying off in the past,business,2169,... < 100 DM,1 <= ... < 4 years,4,male,married,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
1,< 0 DM,24,existing credits paid back duly till now,domestic appliances,2439,... < 100 DM,... < 1 year,4,female,divorced,none,4,real estate,35,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
0,no checking account,27,critical account/ other credits existing (not at this bank),radio/television,4526,.. >= 1000 DM,... < 1 year,4,male,single,none,2,real estate,32,stores,own,2,unskilled - resident,2,"yes, registered under the customers name",yes
1,no checking account,10,existing credits paid back duly till now,radio/television,2210,... < 100 DM,1 <= ... < 4 years,2,male,single,none,2,real estate,25,bank,rent,1,unskilled - resident,1,none,yes
0,no checking account,15,existing credits paid back duly till now,radio/television,2221,500 <= ... < 1000 DM,1 <= ... < 4 years,2,female,divorced,none,4,"if not A121/A122 : car or other, not in attribute 6",20,none,rent,1,skilled employee / official,1,none,yes
0,< 0 DM,18,existing credits paid back duly till now,domestic appliances,2389,... < 100 DM,... < 1 year,4,female,divorced,none,1,"if not A121/A122 : car or other, not in attribute 6",27,stores,own,1,skilled employee / official,1,none,yes
0,no checking account,12,critical account/ other credits existing (not at this bank),radio/television,3331,... < 100 DM,.. >= 7 years,2,male,single,none,4,if not A121 : building society savings agreement/ life insurance,42,stores,own,1,skilled employee / official,1,none,yes
0,no checking account,36,existing credits paid back duly till now,business,7409,unknown/ no savings account,.. >= 7 years,3,male,single,none,2,if not A121 : building society savings agreement/ life insurance,37,none,own,2,skilled employee / official,1,none,yes
0,< 0 DM,12,existing credits paid back duly till now,radio/television,652,... < 100 DM,.. >= 7 years,4,female,divorced,none,4,if not A121 : building society savings agreement/ life insurance,24,none,rent,1,skilled employee / official,1,none,yes
0,no checking account,36,delay in paying off in the past,radio/television,7678,500 <= ... < 1000 DM,4 <= ... < 7 years,2,female,divorced,none,4,"if not A121/A122 : car or other, not in attribute 6",40,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
0,>= 200 DM / salary assignments for at least 1 year,6,critical account/ other credits existing (not at this bank),car (new),1343,... < 100 DM,.. >= 7 years,1,male,single,none,4,real estate,46,none,own,2,skilled employee / official,2,none,no
0,< 0 DM,24,critical account/ other credits existing (not at this bank),business,1382,100 <= ... < 500 DM,4 <= ... < 7 years,4,male,single,none,1,real estate,26,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
0,no checking account,15,existing credits paid back duly till now,repairs,874,unknown/ no savings account,... < 1 year,4,female,divorced,none,1,real estate,24,none,own,1,skilled employee / official,1,none,yes
0,< 0 DM,12,existing credits paid back duly till now,radio/television,3590,... < 100 DM,1 <= ... < 4 years,2,male,single,co-applicant,2,if not A121 : building society savings agreement/ life insurance,29,none,own,1,unskilled - resident,2,none,yes
0,0 <= ... < 200 DM,11,critical account/ other credits existing (not at this bank),car (new),1322,.. >= 1000 DM,1 <= ... < 4 years,4,female,divorced,none,4,"if not A121/A122 : car or other, not in attribute 6",40,none,own,2,skilled employee / official,1,none,yes
0,< 0 DM,18,all credits at this bank paid back duly,domestic appliances,1940,... < 100 DM,... < 1 year,3,male,single,co-applicant,4,unknown / no property,36,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
0,no checking account,36,existing credits paid back duly till now,domestic appliances,3595,... < 100 DM,.. >= 7 years,4,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,skilled employee / official,1,none,yes
1,< 0 DM,9,existing credits paid back duly till now,car (new),1422,... < 100 DM,... < 1 year,3,male,single,none,2,unknown / no property,27,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
0,no checking account,30,critical account/ other credits existing (not at this bank),domestic appliances,6742,unknown/ no savings account,4 <= ... < 7 years,2,male,single,none,3,if not A121 : building society savings agreement/ life insurance,36,none,own,2,skilled employee / official,1,none,yes
0,no checking account,24,existing credits paid back duly till now,car (used),7814,... < 100 DM,4 <= ... < 7 years,3,male,single,none,3,"if not A121/A122 : car or other, not in attribute 6",38,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
0,no checking account,24,existing credits paid back duly till now,car (used),9277,unknown/ no savings account,1 <= ... < 4 years,2,male,divorced,none,4,unknown / no property,48,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes
